"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LY966",3.65062052727006e-06,0.489273970077052,0.297,0.142,0.133616361918612,"20","LY96"
"TMEM2586",3.73678659290331e-06,0.523292682898379,0.686,0.507,0.136770126086854,"20","TMEM258"
"MED107",3.79296443391416e-06,0.436751050182021,0.483,0.271,0.138826291245692,"20","MED10"
"PRKCSH2",3.90351858550735e-06,0.353394352207756,0.466,0.25,0.142872683748155,"20","PRKCSH"
"EIF1AX4",3.93459813864882e-06,0.38024290809514,0.542,0.302,0.144010226472685,"20","EIF1AX"
"KARS",4.06173205192711e-06,0.571175013750103,0.297,0.139,0.148663454832584,"20","KARS"
"TRIM4",4.18509530532795e-06,0.472913053122341,0.254,0.11,0.153178673270308,"20","TRIM4"
"REL7",4.20683198645305e-06,0.303145285971279,0.703,0.416,0.153974257536168,"20","REL"
"RPS287",4.21956966887045e-06,0.36780406585824,0.949,0.918,0.154440469450327,"20","RPS28"
"U2AF21",4.36866233884228e-06,0.433220485078574,0.407,0.211,0.159897410263966,"20","U2AF2"
"MSL3",4.37602679158647e-06,0.465764118536652,0.271,0.122,0.160166956598856,"20","MSL3"
"SPTY2D1",4.39093238649759e-06,0.647215131217913,0.263,0.118,0.160712516278198,"20","SPTY2D1"
"POP42",4.39550030466938e-06,0.938314292441355,0.254,0.111,0.160879706651204,"20","POP4"
"UQCR108",4.40620198046441e-06,0.445384056486206,0.661,0.452,0.161271398686978,"20","UQCR10"
"SRRM15",4.48088650392667e-06,0.40887289892332,0.678,0.426,0.16400492693022,"20","SRRM1"
"AC020916.16",4.49410081199856e-06,0.374904053858059,0.576,0.335,0.164488583819959,"20","AC020916.1"
"FAR12",4.59481181995852e-06,0.456431187260234,0.297,0.138,0.168174707422302,"20","FAR1"
"SLTM4",4.69036558864321e-06,0.631975655338467,0.542,0.317,0.17167207090993,"20","SLTM"
"NUBP22",5.02334928990752e-06,0.614863006141827,0.297,0.14,0.183859607359905,"20","NUBP2"
"MRPL206",5.06639677998482e-06,0.624349815823788,0.492,0.281,0.185435188544224,"20","MRPL20"
"RAB5A3",5.09455161694452e-06,0.446641112489473,0.39,0.204,0.186465683731786,"20","RAB5A"
"GPATCH83",5.12242558388849e-06,0.308790288958592,0.466,0.253,0.187485898795903,"20","GPATCH8"
"PHF5A3",5.12489868890468e-06,0.481748271169515,0.322,0.155,0.1875764169126,"20","PHF5A"
"TNRC6A3",5.15831513192945e-06,0.285010084802833,0.381,0.19,0.18879949214375,"20","TNRC6A"
"PRPF4B5",5.22301688256405e-06,0.270587867914531,0.525,0.296,0.191167640918727,"20","PRPF4B"
"TPT18",5.2360202645889e-06,0.324815744522847,0.949,0.922,0.191643577704218,"20","TPT1"
"VRK23",5.30003362887487e-06,0.375259725788345,0.339,0.164,0.193986530850449,"20","VRK2"
"AP3B15",5.37796590456239e-06,0.27726930309863,0.449,0.244,0.196838930072888,"20","AP3B1"
"CCNT1",5.43378028463359e-06,0.443005286772199,0.322,0.155,0.198881792197874,"20","CCNT1"
"MIA3",5.49910800800856e-06,0.401801636199016,0.331,0.16,0.201272852201121,"20","MIA3"
"BRK19",5.65667676439887e-06,0.629441089788604,0.644,0.443,0.207040026253763,"20","BRK1"
"SLC25A132",5.66364381319254e-06,0.902754277416444,0.263,0.122,0.20729502720666,"20","SLC25A13"
"GTF3A6",5.7474012991093e-06,0.33951926450255,0.559,0.337,0.2103606349487,"20","GTF3A"
"LYPLA12",5.75069182120516e-06,0.373558224749942,0.356,0.177,0.21048107134793,"20","LYPLA1"
"XRCC54",5.75136900025571e-06,0.269979586275778,0.678,0.398,0.210505856778359,"20","XRCC5"
"MAN1A22",5.76003180809216e-06,0.569952062834894,0.415,0.221,0.210822924207981,"20","MAN1A2"
"ANAPC119",5.76364747225057e-06,0.62750035074032,0.568,0.353,0.210955261131843,"20","ANAPC11"
"ARMCX33",5.78212440072542e-06,0.891910854018588,0.322,0.167,0.211631535190951,"20","ARMCX3"
"DHX94",5.7856002413182e-06,0.561983378803151,0.407,0.211,0.211758754432487,"20","DHX9"
"SLC35C2",6.13541403244813e-06,1.02549380083858,0.271,0.127,0.224562289001634,"20","SLC35C2"
"CNOT73",6.19708072149559e-06,0.682921906241855,0.373,0.188,0.22681935148746,"20","CNOT7"
"USO11",6.25792272122832e-06,0.486976335195177,0.356,0.182,0.229046229519678,"20","USO1"
"GTF2A28",6.42198271532199e-06,0.506170426388677,0.475,0.264,0.2350509893635,"20","GTF2A2"
"RECQL1",6.47358300560327e-06,0.858467330819395,0.305,0.146,0.236939611588085,"20","RECQL"
"TGFB15",6.53108615758038e-06,0.761425940453423,0.551,0.329,0.239044284453599,"20","TGFB1"
"ITPA4",6.71920677357265e-06,0.609524374787355,0.322,0.159,0.245929687119533,"20","ITPA"
"MCM3AP",6.7216147485908e-06,0.56701359683125,0.263,0.118,0.246017821413172,"20","MCM3AP"
"FUOM2",6.99838920081083e-06,0.75535405248049,0.271,0.125,0.256148043138877,"20","FUOM"
"ZNF33A1",7.23206343871755e-06,0.347249982438691,0.322,0.156,0.264700753920501,"20","ZNF33A"
"CCNL14",7.33945435230226e-06,0.258382254440602,0.729,0.472,0.268631368748615,"20","CCNL1"
"ACAA13",7.3519964326016e-06,0.446591776866323,0.381,0.197,0.269090421429651,"20","ACAA1"
"COX164",7.36822712230603e-06,0.437018633385573,0.432,0.238,0.269684480903523,"20","COX16"
"TAPBP6",7.40180114193399e-06,0.561583722962129,0.72,0.488,0.270913323595926,"20","TAPBP"
"RPS4X5",7.41512322505366e-06,0.359849783531305,0.924,0.889,0.271400925160189,"20","RPS4X"
"TAX1BP13",7.45840236957421e-06,0.833972856030956,0.602,0.384,0.272984985128786,"20","TAX1BP1"
"DDT8",7.5193203995493e-06,0.474713642550354,0.568,0.355,0.275214645943904,"20","DDT"
"RAB145",7.57100718011479e-06,0.399331805997063,0.441,0.238,0.277106433799381,"20","RAB14"
"IL10RB2",7.64199101598386e-06,1.02785163469973,0.297,0.146,0.279704513176025,"20","IL10RB"
"HDAC10",7.79333848143772e-06,0.489640817815077,0.297,0.141,0.285243981759102,"20","HDAC10"
"STX16",7.82307896574479e-06,0.378382413903984,0.314,0.148,0.286332513225225,"20","STX16"
"CPSF64",8.04950114615577e-06,0.255414839495189,0.441,0.236,0.294619791450447,"20","CPSF6"
"ERGIC36",8.0589877368017e-06,0.679368405508883,0.534,0.338,0.294967010154679,"20","ERGIC3"
"NUTM2A-AS13",8.10720181847025e-06,0.538232294647375,0.441,0.24,0.29673169375783,"20","NUTM2A-AS1"
"RAC19",8.20211634994465e-06,0.341199648063532,0.712,0.461,0.300205660524324,"20","RAC1"
"ATP6V0C6",8.22951458150101e-06,0.565671867768711,0.729,0.567,0.301208463197519,"20","ATP6V0C"
"NEDD89",8.28631072883916e-06,0.506987554024387,0.644,0.416,0.303287258986242,"20","NEDD8"
"SCLT15",8.7078250923361e-06,0.630953780797838,0.356,0.187,0.318715106204594,"20","SCLT1"
"EZR5",8.7436037726585e-06,0.664293083881048,0.805,0.585,0.320024641683074,"20","EZR"
"ACADVL5",8.88880070172456e-06,0.403213929967699,0.636,0.402,0.325338994483821,"20","ACADVL"
"TRAPPC16",8.95331662795234e-06,0.510527856742972,0.602,0.389,0.327700341899684,"20","TRAPPC1"
"TMED55",9.0076694721104e-06,0.310023941614943,0.449,0.246,0.329689710348713,"20","TMED5"
"DDX174",9.01217168749746e-06,0.498492576474486,0.746,0.518,0.329854495934095,"20","DDX17"
"ATF6B2",9.13904430531092e-06,0.358151119993629,0.415,0.216,0.334498160618685,"20","ATF6B"
"PPHLN12",9.35640156753885e-06,0.271981073848642,0.415,0.215,0.34245365377349,"20","PPHLN1"
"RALGAPA13",9.3928072678602e-06,0.536690841541052,0.483,0.266,0.343786138810951,"20","RALGAPA1"
"RABGGTB1",9.41490176532392e-06,0.488364440684027,0.356,0.183,0.344594819512621,"20","RABGGTB"
"DHRS43",9.43441995590163e-06,0.699558822696642,0.297,0.145,0.345309204805956,"20","DHRS4"
"POP51",9.52985984786454e-06,0.471015203895941,0.297,0.143,0.34880240029169,"20","POP5"
"SETD23",9.59864606641873e-06,0.273100215689813,0.475,0.252,0.351320044676992,"20","SETD2"
"MESD3",9.89629450615417e-06,0.731256795463557,0.381,0.206,0.362214275219749,"20","MESD"
"ILF25",9.89771974142451e-06,0.440702766038342,0.534,0.322,0.362266440255878,"20","ILF2"
"PAN34",9.90814152364083e-06,0.333084033186661,0.458,0.252,0.362647887906778,"20","PAN3"
"ADNP1",1.00528399499525e-05,1.03811406009407,0.254,0.116,0.367943995008211,"20","ADNP"
"GDI27",1.01399085876436e-05,0.53038284040099,0.602,0.393,0.371130794216344,"20","GDI2"
"C19orf537",1.0153578214624e-05,0.512140849223362,0.644,0.416,0.371631116233454,"20","C19orf53"
"MAPRE26",1.02098703875323e-05,0.299218023593431,0.475,0.248,0.373691466054071,"20","MAPRE2"
"AC016831.74",1.02717437950904e-05,0.684851324408484,0.314,0.157,0.375956094644104,"20","AC016831.7"
"AFF45",1.03911806671827e-05,0.396973897757122,0.534,0.31,0.380327603599553,"20","AFF4"
"ZPR11",1.04395979355852e-05,0.511041567998933,0.288,0.135,0.382099724040352,"20","ZPR1"
"DAPP16",1.04473084707152e-05,0.401851757285862,0.28,0.131,0.382381937336647,"20","DAPP1"
"SREK13",1.04523293550761e-05,0.554121488440169,0.373,0.197,0.382565706725139,"20","SREK1"
"ATG4B1",1.05040704470725e-05,0.322804778515847,0.305,0.146,0.384459482433302,"20","ATG4B"
"NBAS4",1.05611716017219e-05,0.280248928030223,0.314,0.153,0.386549441794625,"20","NBAS"
"TOR3A5",1.06247229819019e-05,0.46597789190803,0.305,0.151,0.388875485860591,"20","TOR3A"
"NCOR25",1.07456447049204e-05,0.296150291488212,0.373,0.189,0.393301341844793,"20","NCOR2"
"PCBP1-AS1",1.07874683886948e-05,0.497234754365864,0.263,0.121,0.39483213049462,"20","PCBP1-AS1"
"PSMD95",1.08416299872547e-05,0.528262019973721,0.381,0.203,0.396814499163508,"20","PSMD9"
"DELE11",1.11679924383753e-05,0.429331420313904,0.297,0.141,0.408759691236973,"20","DELE1"
"LSM11",1.14518706237353e-05,0.743754237892352,0.263,0.124,0.419149916699336,"20","LSM1"
"MRPL92",1.15219109141396e-05,0.553678256642321,0.271,0.127,0.421713461368423,"20","MRPL9"
"GIGYF21",1.16627670312343e-05,0.366440202643717,0.322,0.161,0.426868936110206,"20","GIGYF2"
"OST44",1.17507953800787e-05,0.477299296803783,0.78,0.641,0.43009086170626,"20","OST4"
"NDUFA28",1.22332216418842e-05,0.377263503589018,0.551,0.326,0.447748145314604,"20","NDUFA2"
"SUMF16",1.25150448892933e-05,0.44999271390402,0.347,0.18,0.458063157993025,"20","SUMF1"
"MMADHC3",1.25647887260787e-05,0.669968823579388,0.398,0.218,0.459883832163205,"20","MMADHC"
"HSPE15",1.26489170003004e-05,0.630511344876374,0.669,0.438,0.462963011127995,"20","HSPE1"
"EIF67",1.2790851879631e-05,0.621402634084448,0.424,0.23,0.468157969646374,"20","EIF6"
"MCRS12",1.28708308965078e-05,1.02206235688253,0.271,0.13,0.471085281643082,"20","MCRS1"
"TRAPPC101",1.28873172816475e-05,0.649391034132265,0.254,0.116,0.471688699825579,"20","TRAPPC10"
"RFX33",1.29834590330527e-05,0.448044890238728,0.39,0.209,0.475207584068761,"20","RFX3"
"ARIH22",1.30709666507862e-05,0.569793681728889,0.424,0.238,0.478410450385426,"20","ARIH2"
"COA43",1.33235641660395e-05,0.529309180842727,0.288,0.139,0.487655772041211,"20","COA4"
"IWS11",1.34091960879464e-05,0.701391344202686,0.305,0.15,0.490789986014927,"20","IWS1"
"RBBP74",1.34776582737548e-05,0.945640215309163,0.381,0.204,0.493295770477701,"20","RBBP7"
"ATP5PB5",1.35852771293094e-05,0.58172118414812,0.585,0.38,0.497234728209853,"20","ATP5PB"
"METAP24",1.35857427477295e-05,0.291639539370455,0.492,0.279,0.497251770309648,"20","METAP2"
"TMA75",1.40279479415261e-05,0.3682785970323,0.839,0.728,0.513436922607795,"20","TMA7"
"TCIRG16",1.41504280637271e-05,0.472843434543346,0.551,0.332,0.517919817560477,"20","TCIRG1"
"RAB181",1.44148299164619e-05,0.421209491210696,0.356,0.184,0.527597189772423,"20","RAB18"
"ATP6V1G17",1.45796674808797e-05,0.525585834045118,0.712,0.517,0.533630409467679,"20","ATP6V1G1"
"PEBP15",1.4887449282271e-05,0.415229445658996,0.669,0.442,0.5448955311804,"20","PEBP1"
"PFDN26",1.49665544523402e-05,0.757918914579821,0.475,0.277,0.547790859510104,"20","PFDN2"
"RAB4A3",1.51153198782503e-05,0.393589277770816,0.331,0.165,0.553235822863839,"20","RAB4A"
"C18orf326",1.51670483026943e-05,0.337884206184921,0.458,0.259,0.555129134926912,"20","C18orf32"
"PCMTD13",1.52848822952313e-05,0.786305180361547,0.415,0.242,0.559441976887761,"20","PCMTD1"
"CDV34",1.5490832879396e-05,0.30088108051208,0.339,0.173,0.566979974218774,"20","CDV3"
"SMARCE16",1.58500537565891e-05,0.284456401400505,0.407,0.214,0.580127817544916,"20","SMARCE1"
"SNHG55",1.58959895918129e-05,0.539986318987087,0.475,0.271,0.581809115049944,"20","SNHG5"
"SMIM10L1",1.58966311063737e-05,0.608734878133601,0.263,0.124,0.581832595124385,"20","SMIM10L1"
"COG54",1.60044563363237e-05,0.421690039963216,0.424,0.231,0.585779106365784,"20","COG5"
"SUDS31",1.60256884394661e-05,0.846122574064979,0.271,0.13,0.5865562225729,"20","SUDS3"
"CCT36",1.63043183907933e-05,0.604621216955573,0.483,0.286,0.596754357421424,"20","CCT3"
"RPL36A7",1.68886308425999e-05,0.367008838146374,0.907,0.82,0.618140777469999,"20","RPL36A"
"PDSS21",1.69741636865686e-05,0.684097672292272,0.254,0.117,0.621271365092096,"20","PDSS2"
"BCKDHA1",1.77632990759674e-05,0.448013046175899,0.28,0.133,0.650154509479484,"20","BCKDHA"
"SNRPF6",1.77866543032749e-05,0.749912273735953,0.508,0.305,0.651009334154164,"20","SNRPF"
"GABPB1-IT1",1.8337456193821e-05,0.393143479666335,0.297,0.14,0.671169234150042,"20","GABPB1-IT1"
"USP82",1.83624539634781e-05,0.339014226470691,0.407,0.22,0.672084177517263,"20","USP8"
"YWHAE10",1.84512286930096e-05,0.41076218717972,0.619,0.39,0.675333421392843,"20","YWHAE"
"PPP6R33",1.88114109968721e-05,0.257781014838029,0.517,0.291,0.688516453896515,"20","PPP6R3"
"FBL6",1.91465953260374e-05,0.578608037555531,0.5,0.288,0.700784535528296,"20","FBL"
"HMBOX12",1.97846332131873e-05,0.758294758208084,0.28,0.135,0.72413736023587,"20","HMBOX1"
"ACYP22",2.00178790327628e-05,0.527110311910791,0.373,0.2,0.73267439047815,"20","ACYP2"
"CKS22",2.01321918098892e-05,0.828851089855958,0.254,0.12,0.736858352433754,"20","CKS2"
"TBC1D10A1",2.05372685526661e-05,0.364922040572163,0.28,0.131,0.751684566296131,"20","TBC1D10A"
"MCL16",2.05454001067958e-05,0.387381775241769,0.873,0.652,0.751982189308834,"20","MCL1"
"RPL318",2.06687110213079e-05,0.378993970604113,0.847,0.748,0.756495492090891,"20","RPL31"
"SYAP15",2.06956901079577e-05,0.526826349071599,0.525,0.313,0.757482953641359,"20","SYAP1"
"UBXN44",2.07190746496984e-05,0.58995205249589,0.653,0.432,0.75833885125361,"20","UBXN4"
"SMIM202",2.08056805304459e-05,1.17067331320531,0.263,0.129,0.761508713094851,"20","SMIM20"
"DAZAP11",2.09699608915769e-05,0.769098630077825,0.297,0.146,0.767521538592607,"20","DAZAP1"
"SYNCRIP6",2.14442784749699e-05,0.303202618354981,0.449,0.244,0.784882036462374,"20","SYNCRIP"
"ARFGEF22",2.14651113896964e-05,0.691847554188116,0.28,0.138,0.785644541974278,"20","ARFGEF2"
"CPT1A1",2.15398374860026e-05,0.381836423920521,0.263,0.123,0.78837959182518,"20","CPT1A"
"LARP74",2.16698939451901e-05,0.481888185413537,0.347,0.183,0.793139788287901,"20","LARP7"
"SMC1A1",2.26869623119935e-05,0.390355026215841,0.331,0.165,0.830365507581272,"20","SMC1A"
"NDUFS45",2.33142284663297e-05,0.591751751215471,0.347,0.185,0.853324076096134,"20","NDUFS4"
"UBTF",2.33181226912475e-05,0.397313103307762,0.263,0.123,0.85346660862235,"20","UBTF"
"MPG4",2.33910000302951e-05,0.545200372997719,0.424,0.241,0.85613399210883,"20","MPG"
"GTF2B1",2.34426597291622e-05,0.527604608226117,0.492,0.295,0.858024788747066,"20","GTF2B"
"DCAF72",2.36391468111565e-05,0.551146059064176,0.347,0.184,0.865216412435141,"20","DCAF7"
"HMGN27",2.36966021378874e-05,0.417482128512115,0.729,0.582,0.867319334848817,"20","HMGN2"
"CREBBP5",2.55517710860762e-05,0.309845271883618,0.432,0.242,0.935220373521475,"20","CREBBP"
"ARFGEF14",2.56130679430707e-05,0.508840020189499,0.339,0.174,0.93746389978433,"20","ARFGEF1"
"ATP6V1D",2.58614254648812e-05,0.813892488461563,0.263,0.125,0.946554033440119,"20","ATP6V1D"
"TMEM50B3",2.59046988809289e-05,0.759900084611293,0.305,0.156,0.948137883740878,"20","TMEM50B"
"MTREX2",2.60808503632461e-05,0.804052435167839,0.305,0.155,0.954585204145172,"20","MTREX"
"PSMB36",2.61983595914222e-05,0.385624231698798,0.61,0.409,0.958886159405643,"20","PSMB3"
"MED133",2.64030886215936e-05,0.319216077808257,0.339,0.17,0.966379446638946,"20","MED13"
"CLPTM12",2.64901549944813e-05,0.599966586678722,0.314,0.163,0.969566162953009,"20","CLPTM1"
"ALKBH51",2.91859505327138e-05,0.52406017176594,0.364,0.196,1,"20","ALKBH5"
"ATP6V1H2",2.94687348956053e-05,1.02514273565978,0.288,0.143,1,"20","ATP6V1H"
"DDX39B6",2.9668731141763e-05,0.351680560873808,0.627,0.382,1,"20","DDX39B"
"ATP1B35",2.97462927802804e-05,0.995048887724579,0.483,0.282,1,"20","ATP1B3"
"RPL37A5",2.98710192372354e-05,0.36167038873021,0.881,0.841,1,"20","RPL37A"
"DNAJC34",3.0264723729469e-05,0.447406787554708,0.415,0.241,1,"20","DNAJC3"
"MRPS66",3.07346984359405e-05,0.368969837316619,0.449,0.255,1,"20","MRPS6"
"SHOC26",3.08600688639312e-05,0.327183567647686,0.458,0.257,1,"20","SHOC2"
"EMC63",3.08652796907642e-05,0.471300974947997,0.347,0.186,1,"20","EMC6"
"TUBB8",3.13410647014922e-05,0.346515336739135,0.61,0.403,1,"20","TUBB"
"SERINC37",3.16615298977154e-05,0.542945554710466,0.475,0.276,1,"20","SERINC3"
"ZNF4073",3.16641203940079e-05,0.355237672481757,0.288,0.139,1,"20","ZNF407"
"GLUL7",3.22540597218475e-05,0.456356800793483,0.5,0.296,1,"20","GLUL"
"PSMD142",3.25099100482734e-05,0.704305491628851,0.305,0.156,1,"20","PSMD14"
"CCNC1",3.31391344206981e-05,0.452432129123274,0.254,0.122,1,"20","CCNC"
"MYL12B7",3.3213171480177e-05,0.454950227675792,0.737,0.586,1,"20","MYL12B"
"MALAT16",3.32846886565798e-05,0.272693288827173,1,0.994,1,"20","MALAT1"
"GCC25",3.33920469517003e-05,0.339111955658556,0.5,0.288,1,"20","GCC2"
"KATNBL11",3.34615926455696e-05,0.626560814458075,0.263,0.126,1,"20","KATNBL1"
"CAB392",3.36948192858753e-05,0.335104699710738,0.322,0.163,1,"20","CAB39"
"GET37",3.47281385519398e-05,0.420799674284666,0.347,0.182,1,"20","GET3"
"COMMD14",3.48128083314888e-05,0.423705675026461,0.432,0.247,1,"20","COMMD1"
"ACSL34",3.50881980858273e-05,0.319322435734387,0.322,0.162,1,"20","ACSL3"
"EMC76",3.51457428585034e-05,0.357502289916555,0.39,0.214,1,"20","EMC7"
"ZMYND111",3.55706659092484e-05,0.561549927967018,0.254,0.119,1,"20","ZMYND11"
"RPS6KA13",3.64230573090789e-05,0.444463707349499,0.254,0.119,1,"20","RPS6KA1"
"GRHPR7",3.67392224260136e-05,0.60932740023529,0.314,0.162,1,"20","GRHPR"
"NCBP3",3.68589810375138e-05,0.399009549689646,0.254,0.12,1,"20","NCBP3"
"PREB",3.69443588066434e-05,0.699218479255612,0.271,0.137,1,"20","PREB"
"NUDCD21",3.70667918105258e-05,0.421648125385001,0.263,0.127,1,"20","NUDCD2"
"EIF3L5",3.70792882779585e-05,0.586188461148395,0.653,0.487,1,"20","EIF3L"
"SIT14",3.70952324348827e-05,0.698912769921595,0.271,0.134,1,"20","SIT1"
"PTEN6",3.71056579175221e-05,0.315141251124681,0.407,0.222,1,"20","PTEN"
"TWF28",3.71485388982175e-05,0.433551495646598,0.441,0.254,1,"20","TWF2"
"ACIN11",3.7511352078964e-05,0.296027897695571,0.407,0.221,1,"20","ACIN1"
"SNHG92",3.7588564578498e-05,0.613702903770948,0.39,0.219,1,"20","SNHG9"
"JOSD11",3.76368790421892e-05,0.566202386232566,0.271,0.134,1,"20","JOSD1"
"SRSF25",3.81842475753825e-05,0.376037355786546,0.712,0.472,1,"20","SRSF2"
"THADA3",3.94064822752788e-05,0.330299408842159,0.314,0.16,1,"20","THADA"
"WDR37",3.94834254397107e-05,0.683899913647841,0.271,0.131,1,"20","WDR37"
"EIF4G27",3.95403189021445e-05,0.365699317912442,0.729,0.498,1,"20","EIF4G2"
"MRPS215",3.96397450932538e-05,0.438709536299901,0.636,0.422,1,"20","MRPS21"
"ANKRD123",3.98809536879966e-05,0.393532244942244,0.78,0.563,1,"20","ANKRD12"
"WASHC12",4.0381730124759e-05,0.266757727163259,0.381,0.202,1,"20","WASHC1"
"ZBTB8OS2",4.11930429011087e-05,0.516570942481995,0.364,0.201,1,"20","ZBTB8OS"
"PIAS15",4.17557076813234e-05,0.299000418736467,0.551,0.326,1,"20","PIAS1"
"CMSS13",4.18779942131645e-05,0.629175392438009,0.347,0.189,1,"20","CMSS1"
"ZMYND83",4.20518730727363e-05,0.705080115055416,0.288,0.148,1,"20","ZMYND8"
"CLPP3",4.32089179246907e-05,0.302182338157678,0.364,0.195,1,"20","CLPP"
"MRPS123",4.34085655020658e-05,0.395059852497876,0.263,0.127,1,"20","MRPS12"
"AIMP13",4.35116101817319e-05,0.652829387692943,0.373,0.202,1,"20","AIMP1"
"ATP9B5",4.35650480183607e-05,0.491508813586442,0.381,0.211,1,"20","ATP9B"
"GATD3B1",4.43444162110182e-05,0.678558093419169,0.263,0.13,1,"20","GATD3B"
"MPV174",4.45039590276112e-05,0.342013998527678,0.288,0.143,1,"20","MPV17"
"SRSF92",4.506112766127e-05,0.60436884918966,0.364,0.204,1,"20","SRSF9"
"ATP5MD10",4.53759555046781e-05,0.318595008276458,0.737,0.52,1,"20","ATP5MD"
"HDAC25",4.53811486968424e-05,0.629001627547905,0.305,0.157,1,"20","HDAC2"
"THYN13",4.54120760065844e-05,0.695399129341609,0.288,0.143,1,"20","THYN1"
"BOD1L11",4.56042136090899e-05,0.284163025974789,0.356,0.191,1,"20","BOD1L1"
"CDK134",4.63285345072773e-05,0.337619488564457,0.347,0.181,1,"20","CDK13"
"KCTD201",4.67099353471426e-05,0.261985324464844,0.288,0.139,1,"20","KCTD20"
"UBE2G21",4.67674813025766e-05,0.291350171429822,0.322,0.165,1,"20","UBE2G2"
"ERGIC22",4.77277373842204e-05,0.459641616020893,0.339,0.184,1,"20","ERGIC2"
"DIAPH26",4.88832129429281e-05,0.282879405988932,0.39,0.21,1,"20","DIAPH2"
"TLK13",4.96230816906795e-05,0.390319948008,0.398,0.224,1,"20","TLK1"
"CTBP1",4.97066271180922e-05,0.509342870128466,0.271,0.133,1,"20","CTBP1"
"MAN2A15",5.01257980606734e-05,0.508649941960822,0.364,0.203,1,"20","MAN2A1"
"HTT2",5.04189739561671e-05,0.6275085807939,0.288,0.147,1,"20","HTT"
"TMEM183A2",5.09797459895845e-05,0.297449091600752,0.288,0.141,1,"20","TMEM183A"
"ANKRD175",5.32029209833472e-05,0.401058648140469,0.441,0.258,1,"20","ANKRD17"
"TCEA16",5.33901776456679e-05,0.494480707557752,0.619,0.412,1,"20","TCEA1"
"FRG12",5.34011205736105e-05,0.263634780988429,0.288,0.143,1,"20","FRG1"
"PSMB46",5.40284021386676e-05,0.269453266178833,0.424,0.242,1,"20","PSMB4"
"ITFG2",5.4439887476442e-05,0.572113880197362,0.263,0.131,1,"20","ITFG2"
"RTRAF9",5.46152092668696e-05,0.350639833843033,0.559,0.353,1,"20","RTRAF"
"TMEM14B5",5.47627250157789e-05,0.492864947594046,0.508,0.311,1,"20","TMEM14B"
"EAF24",5.53607162805273e-05,0.651976953840032,0.263,0.134,1,"20","EAF2"
"KHDRBS13",5.67842997777733e-05,0.512789706754171,0.517,0.29,1,"20","KHDRBS1"
"PRPF40A2",5.75617707938577e-05,0.352318716992325,0.492,0.294,1,"20","PRPF40A"
"IL10RA8",5.95442358029701e-05,0.379235304513703,0.492,0.293,1,"20","IL10RA"
"LRRC592",5.9717974482764e-05,0.517412033931973,0.339,0.189,1,"20","LRRC59"
"MIR4435-2HG6",6.00732686355683e-05,0.251984412107157,0.441,0.253,1,"20","MIR4435-2HG"
"NSD15",6.03445368115134e-05,0.372707066224785,0.364,0.196,1,"20","NSD1"
"COX8A7",6.19454289103152e-05,0.318424557201662,0.712,0.506,1,"20","COX8A"
"HNRNPL3",6.27033965668962e-05,0.387586709437199,0.441,0.25,1,"20","HNRNPL"
"CS2",6.37890596023113e-05,0.455761510330746,0.28,0.14,1,"20","CS"
"NMRK11",6.39171035715854e-05,0.880299976582747,0.263,0.131,1,"20","NMRK1"
"CYB5B1",6.52757887684731e-05,0.527243180039351,0.254,0.125,1,"20","CYB5B"
"EIF2S13",6.55240824058369e-05,0.405633346263951,0.305,0.157,1,"20","EIF2S1"
"STK17B5",6.61119656212618e-05,0.332351177544564,0.814,0.544,1,"20","STK17B"
"TRERF11",6.69186148018997e-05,0.410432297319234,0.263,0.128,1,"20","TRERF1"
"UBL59",7.05195734990714e-05,0.327224427265771,0.78,0.601,1,"20","UBL5"
"SCAPER4",7.23710375665912e-05,0.774232993156914,0.347,0.192,1,"20","SCAPER"
"RPS96",7.43193152905086e-05,0.303999545029276,0.949,0.862,1,"20","RPS9"
"SMARCC21",7.69097418549615e-05,0.258339977710844,0.322,0.167,1,"20","SMARCC2"
"VBP12",7.7022529678257e-05,0.328029727061823,0.28,0.138,1,"20","VBP1"
"NT5C6",7.72702615980337e-05,0.419513913976326,0.432,0.242,1,"20","NT5C"
"EXOC44",7.73573447755441e-05,0.413951847343854,0.508,0.316,1,"20","EXOC4"
"AKIRIN11",7.74056545526152e-05,0.351870598131445,0.347,0.186,1,"20","AKIRIN1"
"MMP24OS3",7.91034493765273e-05,0.684375468727514,0.305,0.161,1,"20","MMP24OS"
"SNRPA13",7.97103247468191e-05,0.453429934132841,0.39,0.218,1,"20","SNRPA1"
"ATP6V0E17",8.0648174746128e-05,0.407251151372928,0.712,0.508,1,"20","ATP6V0E1"
"ZNF146",8.08421085719577e-05,0.304087477152844,0.254,0.122,1,"20","ZNF146"
"NDUFAF37",8.11294101475849e-05,0.457538220969921,0.5,0.325,1,"20","NDUFAF3"
"COPB24",8.17551029516477e-05,0.288794750106346,0.381,0.211,1,"20","COPB2"
"AHSA13",8.25496175335184e-05,0.345693862497337,0.314,0.165,1,"20","AHSA1"
"KPNA61",8.4339385853128e-05,0.684367016689185,0.271,0.139,1,"20","KPNA6"
"CEP571",8.45718278728779e-05,0.429113560512937,0.356,0.193,1,"20","CEP57"
"TRADD3",8.61880866654802e-05,0.374259549353948,0.331,0.177,1,"20","TRADD"
