"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GABARAPL27",8.61925531113143e-05,0.382641099903548,0.576,0.376,1,"20","GABARAPL2"
"RHOA9",8.63251852286015e-05,0.34942400496048,0.822,0.687,1,"20","RHOA"
"LAMTOR57",8.75727764576741e-05,0.298933733120798,0.5,0.309,1,"20","LAMTOR5"
"ATP5F1B6",8.79955717012762e-05,0.377823739192793,0.703,0.507,1,"20","ATP5F1B"
"ZRANB25",8.91850091854314e-05,0.286757913060124,0.508,0.308,1,"20","ZRANB2"
"TSTA31",9.05255731709213e-05,0.33646757951955,0.271,0.136,1,"20","TSTA3"
"PRDX38",9.17448809242258e-05,0.355092113956591,0.39,0.22,1,"20","PRDX3"
"COPE5",9.25437274284934e-05,0.415482797931363,0.661,0.471,1,"20","COPE"
"TRIP112",9.30144199965607e-05,0.494369110137559,0.305,0.161,1,"20","TRIP11"
"APEH",9.31086951795791e-05,0.314388007106102,0.28,0.14,1,"20","APEH"
"SUMF2",9.3116129887107e-05,0.551515075818997,0.356,0.195,1,"20","SUMF2"
"LETMD12",9.4205078255533e-05,0.436313109211537,0.288,0.148,1,"20","LETMD1"
"DDX39A5",9.4930067137911e-05,0.43383132453045,0.492,0.281,1,"20","DDX39A"
"SNHG84",9.5643179316188e-05,0.303075346168673,0.678,0.462,1,"20","SNHG8"
"SPCS25",9.61345088274326e-05,0.276597207065072,0.669,0.44,1,"20","SPCS2"
"MPLKIP2",9.61800516616107e-05,0.554442641853516,0.263,0.133,1,"20","MPLKIP"
"TTC12",9.81899797591609e-05,0.809671154156733,0.347,0.19,1,"20","TTC1"
"LDHB5",9.93774717411855e-05,0.451399405143861,0.627,0.469,1,"20","LDHB"
"MDH25",0.000100048070469045,0.422109596096745,0.568,0.365,1,"20","MDH2"
"PFKP",0.000101942676124863,0.502200165324501,0.254,0.124,1,"20","PFKP"
"RABGAP14",0.000106030793164934,0.30719639887319,0.28,0.142,1,"20","RABGAP1"
"DIDO1",0.000107026745506887,0.492524315693117,0.288,0.148,1,"20","DIDO1"
"MCTS12",0.000107714336963933,0.577798617763783,0.297,0.161,1,"20","MCTS1"
"CALR5",0.000107759801367777,0.382186332567753,0.72,0.551,1,"20","CALR"
"RGS196",0.000108638360053713,0.302568183606274,0.39,0.217,1,"20","RGS19"
"TIA1",0.000109479932537791,1.0337238234839,0.263,0.133,1,"20","TIA1"
"EIF3M5",0.000110515987246843,0.356590964145143,0.585,0.37,1,"20","EIF3M"
"DNAJC16",0.000112130360274613,0.421101724868426,0.525,0.337,1,"20","DNAJC1"
"PCIF11",0.000112395469948876,0.706301934838438,0.305,0.159,1,"20","PCIF1"
"THUMPD1",0.000114404667363236,0.370121229710554,0.254,0.124,1,"20","THUMPD1"
"SENP63",0.000115018293700159,0.320793809493559,0.475,0.285,1,"20","SENP6"
"GLYR11",0.000116367061929872,1.0060079485839,0.271,0.141,1,"20","GLYR1"
"LMAN16",0.000121934871058915,0.401394843496572,0.432,0.264,1,"20","LMAN1"
"PEX16",0.000123402427380584,0.755733751595229,0.263,0.131,1,"20","PEX16"
"AOPEP4",0.000125088819377021,0.40068337731014,0.254,0.127,1,"20","AOPEP"
"ABHD16A1",0.000126284967132829,0.301621814564158,0.263,0.131,1,"20","ABHD16A"
"SRA15",0.000128260360189925,0.606734779968373,0.364,0.208,1,"20","SRA1"
"DIPK1A2",0.000128417655100007,0.355947721920122,0.347,0.192,1,"20","DIPK1A"
"ZFAND64",0.000130646002959663,0.254432463619386,0.458,0.266,1,"20","ZFAND6"
"NONO4",0.000132149855214884,0.55363387763979,0.5,0.307,1,"20","NONO"
"ENSA4",0.000132159604453409,0.345506822484812,0.678,0.477,1,"20","ENSA"
"FASTK",0.000135278059898612,0.726846107550114,0.28,0.15,1,"20","FASTK"
"CCNT2",0.000135379125934704,0.311162497267779,0.263,0.131,1,"20","CCNT2"
"TOMM204",0.000135917288290327,0.295335745231282,0.576,0.386,1,"20","TOMM20"
"HERC26",0.000136421852000825,0.509150759940814,0.347,0.195,1,"20","HERC2"
"SNRPB27",0.000137091235285113,0.949811045452051,0.483,0.3,1,"20","SNRPB2"
"FBXL20",0.000138080498753175,0.257689439769426,0.254,0.126,1,"20","FBXL20"
"ME23",0.000138912091057627,0.32224898550117,0.288,0.151,1,"20","ME2"
"ZNF6443",0.000139556961956082,0.323531313391116,0.475,0.276,1,"20","ZNF644"
"AKR1A18",0.000141165572580961,0.425927919162052,0.432,0.265,1,"20","AKR1A1"
"PRCC",0.000141742935808745,0.293465085804484,0.254,0.127,1,"20","PRCC"
"ARF59",0.000141957702449532,0.345971591675659,0.644,0.42,1,"20","ARF5"
"RHBDD12",0.000142626170581416,0.611203881365506,0.263,0.137,1,"20","RHBDD1"
"GTF2E22",0.000145914279826852,0.471307676407202,0.305,0.163,1,"20","GTF2E2"
"FBXW76",0.000147554983103346,0.298561592612224,0.441,0.265,1,"20","FBXW7"
"NDUFV26",0.000148953327922499,0.279251632338168,0.593,0.381,1,"20","NDUFV2"
"AC010894.34",0.000148970109334077,0.267022347005585,0.271,0.138,1,"20","AC010894.3"
"TUBA1B8",0.000151955707089538,0.327769064139318,0.686,0.489,1,"20","TUBA1B"
"KDM2A6",0.0001531916463265,0.573531186598181,0.441,0.264,1,"20","KDM2A"
"SARNP4",0.000156338969705951,0.543969198483821,0.407,0.237,1,"20","SARNP"
"B4GALT33",0.000156471069858918,0.429474922774039,0.28,0.149,1,"20","B4GALT3"
"COX7A26",0.000158564722745067,0.348935275626438,0.703,0.543,1,"20","COX7A2"
"HPCAL15",0.000160087570722901,0.495655991592735,0.39,0.226,1,"20","HPCAL1"
"RAB106",0.000161584815370374,0.253661632149214,0.5,0.305,1,"20","RAB10"
"STAT65",0.000163481700298562,0.302031035050854,0.407,0.233,1,"20","STAT6"
"YWHAZ6",0.000165532216935437,0.310765447036045,0.881,0.723,1,"20","YWHAZ"
"PDCD22",0.000166172704000768,0.336683768130344,0.305,0.16,1,"20","PDCD2"
"ARMC81",0.000168570422716833,0.385074030894904,0.288,0.152,1,"20","ARMC8"
"LUC7L34",0.000168999832185227,0.322041300084375,0.542,0.346,1,"20","LUC7L3"
"SSNA15",0.000172442099351039,0.399576864474391,0.432,0.25,1,"20","SSNA1"
"REST",0.000172948310392443,0.333491444844587,0.314,0.168,1,"20","REST"
"CTDNEP11",0.000174039557555112,0.679593137148459,0.254,0.132,1,"20","CTDNEP1"
"UPF3A3",0.000178403399307015,0.479464761776185,0.305,0.168,1,"20","UPF3A"
"FXR11",0.000181717668286979,0.376139010442042,0.398,0.223,1,"20","FXR1"
"SF3B31",0.000189188063717357,0.590208807343013,0.271,0.14,1,"20","SF3B3"
"RPS6KB21",0.000189279504563679,0.270125922347066,0.288,0.153,1,"20","RPS6KB2"
"TENT25",0.000189987693054976,0.453023935002833,0.356,0.203,1,"20","TENT2"
"RPL276",0.00019115789488552,0.319693503237906,0.822,0.76,1,"20","RPL27"
"NARS1",0.000194602676829226,0.327526632065535,0.297,0.157,1,"20","NARS"
"USP324",0.000196109370033086,0.357224428725854,0.271,0.14,1,"20","USP32"
"PMPCB3",0.000197506392296031,0.403789794514078,0.373,0.209,1,"20","PMPCB"
"CLK15",0.000198725208468359,0.313194790929586,0.542,0.35,1,"20","CLK1"
"OGA3",0.000199210539740634,0.262281733145717,0.5,0.296,1,"20","OGA"
"RPS220",0.000199263953274699,0.342579252970622,0.89,0.847,1,"20","RPS2"
"SDHB5",0.000201366491225739,0.491561569474832,0.356,0.199,1,"20","SDHB"
"EWSR13",0.000201777866861741,0.378596948579761,0.627,0.411,1,"20","EWSR1"
"VPS297",0.000203777033407045,0.478170168200091,0.492,0.311,1,"20","VPS29"
"FAM133B1",0.000204497641318724,0.537697130593958,0.381,0.225,1,"20","FAM133B"
"TNPO13",0.000204767192941279,0.327847162895927,0.322,0.175,1,"20","TNPO1"
"HSPD16",0.000206008351487653,0.397889216855131,0.593,0.393,1,"20","HSPD1"
"ZCRB12",0.000206269933524568,0.34637540540056,0.28,0.147,1,"20","ZCRB1"
"ARPP195",0.000208070835667568,0.34208797640248,0.347,0.194,1,"20","ARPP19"
"OPA12",0.000213817810014002,0.704187875782824,0.271,0.144,1,"20","OPA1"
"ATP5MC15",0.00021464321665933,0.327036669491101,0.466,0.296,1,"20","ATP5MC1"
"DDRGK13",0.000215767267751736,0.316054468041599,0.331,0.181,1,"20","DDRGK1"
"NIFK2",0.000216201563720194,0.421531887588007,0.288,0.152,1,"20","NIFK"
"ATP5MPL7",0.000216526619225877,0.465402671462425,0.619,0.438,1,"20","ATP5MPL"
"EIF52",0.000216886374976014,0.307247671771043,0.669,0.481,1,"20","EIF5"
"ANAPC55",0.000218420074694187,0.316282182952972,0.449,0.272,1,"20","ANAPC5"
"SPTLC1",0.000220398699505564,0.587904565078649,0.263,0.135,1,"20","SPTLC1"
"EIF3D5",0.000223632546870765,0.250426793395716,0.576,0.36,1,"20","EIF3D"
"STARD73",0.000224140608089324,0.411357331364,0.331,0.187,1,"20","STARD7"
"TBC1D16",0.000225926611866258,0.55788589748899,0.39,0.23,1,"20","TBC1D1"
"CAPNS16",0.000227173629037089,0.307663046563109,0.322,0.175,1,"20","CAPNS1"
"NUCB16",0.000229268160934777,0.313760758784365,0.525,0.337,1,"20","NUCB1"
"ARID1A4",0.000230477701217512,0.325104038499218,0.364,0.207,1,"20","ARID1A"
"STX83",0.00023367853267865,0.522123788406709,0.373,0.219,1,"20","STX8"
"TMEM179B4",0.000237843627253725,0.282426412083071,0.475,0.3,1,"20","TMEM179B"
"PRPF312",0.000245993288998648,0.336471392879571,0.297,0.159,1,"20","PRPF31"
"RER16",0.000249646868878954,0.560878921087149,0.466,0.291,1,"20","RER1"
"SNRPD36",0.000249928216135069,0.500855510093748,0.5,0.31,1,"20","SNRPD3"
"CHTOP1",0.000251536046867268,0.395855740941215,0.271,0.142,1,"20","CHTOP"
"HIST1H2AC4",0.000264356446777609,0.947387910751827,0.28,0.157,1,"20","HIST1H2AC"
"ATP5MC37",0.000265330610023257,0.464796401776103,0.636,0.474,1,"20","ATP5MC3"
"SIRT22",0.000269421597573938,0.381262628519374,0.288,0.154,1,"20","SIRT2"
"SMNDC11",0.000273017631923211,0.659351611694987,0.288,0.154,1,"20","SMNDC1"
"HIVEP25",0.000274554981652928,0.36881729336325,0.407,0.247,1,"20","HIVEP2"
"PDS5B2",0.000281062487578043,0.309930120615108,0.254,0.133,1,"20","PDS5B"
"USP141",0.00029469157665993,0.434064065472122,0.271,0.145,1,"20","USP14"
"C4orf36",0.000302813743977114,0.425589292075031,0.602,0.419,1,"20","C4orf3"
"PSMG26",0.000304845986395539,0.460604701175664,0.39,0.228,1,"20","PSMG2"
"HOOK36",0.000305681189379075,0.370423380185709,0.356,0.204,1,"20","HOOK3"
"MTIF32",0.000305909411577253,0.738440545469085,0.331,0.195,1,"20","MTIF3"
"M6PR8",0.000307147959866679,0.278011672278111,0.466,0.289,1,"20","M6PR"
"MED43",0.000309085237533176,0.456054411312211,0.347,0.193,1,"20","MED4"
"C1orf52",0.000313293660795411,0.289386067128314,0.271,0.14,1,"20","C1orf52"
"SPG73",0.00031487801547504,0.376635686357163,0.331,0.186,1,"20","SPG7"
"NDUFB49",0.000316271720286766,0.308037677723168,0.627,0.431,1,"20","NDUFB4"
"ETNK12",0.000326642209121444,0.287591326561409,0.356,0.206,1,"20","ETNK1"
"MICU23",0.000331394686860779,0.25376753954478,0.381,0.221,1,"20","MICU2"
"TMEM2305",0.00033313720376729,0.411842980318948,0.466,0.286,1,"20","TMEM230"
"EIF4G15",0.000338561355411203,0.337194309925289,0.373,0.222,1,"20","EIF4G1"
"PCF113",0.000345035347500056,0.420877462701022,0.39,0.227,1,"20","PCF11"
"GMDS-DT4",0.00034992212265305,0.553613038414795,0.297,0.169,1,"20","GMDS-DT"
"ZBTB11",0.000350709530956385,0.534252554480869,0.305,0.168,1,"20","ZBTB1"
"PFKFB36",0.000350739258377784,0.441680398159309,0.415,0.257,1,"20","PFKFB3"
"CDC5L3",0.000357155221996121,0.648228585472898,0.28,0.15,1,"20","CDC5L"
"SASH37",0.000358440514210244,0.413894532513172,0.364,0.208,1,"20","SASH3"
"GPS24",0.000364294683290811,0.358692674629888,0.441,0.267,1,"20","GPS2"
"EIF2A2",0.000374233980002809,0.540575968255587,0.373,0.223,1,"20","EIF2A"
"VPS532",0.000378714932504986,0.373666576114164,0.254,0.134,1,"20","VPS53"
"NBR11",0.000381868187849795,0.348949318745741,0.28,0.152,1,"20","NBR1"
"TUFM7",0.000389651628560586,0.355970388377125,0.585,0.385,1,"20","TUFM"
"DMAC13",0.000392576503725463,0.44155143941997,0.254,0.133,1,"20","DMAC1"
"TNRC6C3",0.000393978842131339,0.352835124796133,0.254,0.132,1,"20","TNRC6C"
"ROMO19",0.000401420296789839,0.360375615094305,0.602,0.437,1,"20","ROMO1"
"PIN16",0.000402986665495646,0.625647102522188,0.407,0.24,1,"20","PIN1"
"PSMA28",0.000409120130622791,0.446400785042167,0.525,0.351,1,"20","PSMA2"
"PUM13",0.000413490147347641,0.298098168561138,0.415,0.254,1,"20","PUM1"
"LMAN24",0.000419042182834845,0.442059411648358,0.542,0.358,1,"20","LMAN2"
"PRRC2B3",0.00042401836461522,0.293546010332704,0.475,0.292,1,"20","PRRC2B"
"CUEDC24",0.000427695813720645,0.290019459964959,0.314,0.173,1,"20","CUEDC2"
"CHCHD55",0.000432699180276905,0.263181746184896,0.297,0.163,1,"20","CHCHD5"
"SNX54",0.000433458904414353,0.478865603663197,0.347,0.202,1,"20","SNX5"
"LRRC412",0.000435446508350752,0.570318520616268,0.254,0.136,1,"20","LRRC41"
"EFCAB141",0.000436379852427577,0.471735515774601,0.297,0.165,1,"20","EFCAB14"
"PHF111",0.000459028727378425,0.310019754249933,0.347,0.192,1,"20","PHF11"
"UBR46",0.000469520622164334,0.407443523934457,0.347,0.202,1,"20","UBR4"
"RSF13",0.000469550633748373,0.252383121377062,0.525,0.328,1,"20","RSF1"
"RBM45",0.000470328620908248,0.277357542076989,0.492,0.302,1,"20","RBM4"
"FOSL25",0.000473939506327934,1.04290107272087,0.373,0.24,1,"20","FOSL2"
"NIPBL4",0.000475934279791739,0.326870961060048,0.568,0.361,1,"20","NIPBL"
"UQCRQ8",0.000485099101319799,0.296236142769648,0.661,0.47,1,"20","UQCRQ"
"SMAD21",0.0004892978244116,0.606924055506178,0.263,0.14,1,"20","SMAD2"
"CCT25",0.000493550262888826,0.436194124525265,0.441,0.268,1,"20","CCT2"
"SNHG65",0.000513085252007959,0.264632698354162,0.695,0.492,1,"20","SNHG6"
"DLST1",0.000539891849222348,0.387533213711172,0.263,0.14,1,"20","DLST"
"COX6A18",0.000564472874127574,0.317095635098234,0.797,0.634,1,"20","COX6A1"
"TCP16",0.000575917422303031,0.447878324381437,0.424,0.251,1,"20","TCP1"
"HSP90AA16",0.000581682375874801,0.571811420588883,0.907,0.777,1,"20","HSP90AA1"
"ILF35",0.00058464704397447,0.290174782595683,0.483,0.309,1,"20","ILF3"
"DDX56",0.000590794587738153,0.28484456978613,0.932,0.845,1,"20","DDX5"
"TMEM14C7",0.000599580740263883,0.4482242952587,0.432,0.274,1,"20","TMEM14C"
"BORCS52",0.000602680901297245,0.657335113983687,0.288,0.16,1,"20","BORCS5"
"SCAND16",0.000611662158378586,0.680966429226037,0.551,0.371,1,"20","SCAND1"
"CHMP35",0.00061257698965603,0.366636419563742,0.356,0.208,1,"20","CHMP3"
"COPZ13",0.000612645484178064,0.547728189153288,0.356,0.223,1,"20","COPZ1"
"PHB27",0.000612721653087273,0.331997990645003,0.542,0.378,1,"20","PHB2"
"NAA106",0.000621869576378417,0.56372570200181,0.398,0.246,1,"20","NAA10"
"GTF2F12",0.000643741694902488,0.35908282460177,0.314,0.182,1,"20","GTF2F1"
"FOXO35",0.000672505451419746,0.743473851003206,0.415,0.272,1,"20","FOXO3"
"GSK3B6",0.000675386307162413,0.385016867914646,0.339,0.196,1,"20","GSK3B"
"DNM1L2",0.000679767211230474,0.430579513223629,0.271,0.149,1,"20","DNM1L"
"ARPC49",0.000698040827430588,0.332779388192195,0.568,0.384,1,"20","ARPC4"
"SPG113",0.000708790585553866,0.485854027010046,0.314,0.176,1,"20","SPG11"
"CSDE14",0.00073638299260089,0.454277284759826,0.686,0.491,1,"20","CSDE1"
"TRA2A4",0.000751110007844005,0.300501480295795,0.525,0.343,1,"20","TRA2A"
"PTDSS12",0.000755208248760537,0.348756259710268,0.331,0.187,1,"20","PTDSS1"
"TXNDC124",0.000767964978718095,0.721095756684377,0.314,0.184,1,"20","TXNDC12"
"KMT2C8",0.000772307073386424,0.416391566665323,0.525,0.358,1,"20","KMT2C"
"RPN17",0.000776200815980856,0.473900697459391,0.559,0.407,1,"20","RPN1"
"PPP2CA3",0.000781070576380388,0.391926658502456,0.525,0.346,1,"20","PPP2CA"
"BCAP317",0.000793957621432369,0.342550775375949,0.551,0.381,1,"20","BCAP31"
"SYVN14",0.000806270030834447,0.572412405222614,0.314,0.185,1,"20","SYVN1"
"NDUFS78",0.000808608426510649,0.295883953067741,0.525,0.329,1,"20","NDUFS7"
"AZIN15",0.000811534925226841,0.385834120812462,0.339,0.204,1,"20","AZIN1"
"PNPLA25",0.000814763326451063,0.282457191144605,0.483,0.316,1,"20","PNPLA2"
"ATOX110",0.000817757069657719,0.491197789624883,0.407,0.259,1,"20","ATOX1"
"ANAPC166",0.000825963087980787,0.497130248129657,0.686,0.527,1,"20","ANAPC16"
"SFSWAP2",0.000828265044856537,0.275418663742897,0.297,0.17,1,"20","SFSWAP"
"SF3A14",0.000835271890051206,0.473953930306564,0.398,0.245,1,"20","SF3A1"
"WDR821",0.000846209875166401,0.413096006804199,0.271,0.145,1,"20","WDR82"
"ATP6V1B24",0.000848085709241318,0.257719326153764,0.28,0.154,1,"20","ATP6V1B2"
"WASHC33",0.000852711714738859,0.298437026339975,0.331,0.196,1,"20","WASHC3"
"SRP721",0.000857276438154466,0.329249642901726,0.39,0.248,1,"20","SRP72"
"RRP123",0.00087732223795425,0.383131180252053,0.254,0.14,1,"20","RRP12"
"RBCK14",0.000878788298860904,0.261862070242526,0.441,0.267,1,"20","RBCK1"
"RTN38",0.000889904795424445,0.359770564770563,0.356,0.213,1,"20","RTN3"
"PHPT17",0.000889926005013763,0.32637510519028,0.432,0.281,1,"20","PHPT1"
"TMEM2199",0.00090550857769988,0.415291576553242,0.517,0.335,1,"20","TMEM219"
"RPL7L14",0.00092484335782028,0.588323218475745,0.297,0.171,1,"20","RPL7L1"
"POMP8",0.000931954782284651,0.298625208053842,0.61,0.437,1,"20","POMP"
"MAX3",0.000944399535554176,0.250660584489802,0.424,0.258,1,"20","MAX"
"TRAPPC6A1",0.000966920636203278,0.649687652335517,0.28,0.159,1,"20","TRAPPC6A"
"UBE2G12",0.00101834394584715,0.255415433700648,0.322,0.19,1,"20","UBE2G1"
"UROD4",0.00101854116157252,0.60504729445069,0.254,0.139,1,"20","UROD"
"RPL10A5",0.00102508819257617,0.279054990475908,0.864,0.812,1,"20","RPL10A"
"MRPL553",0.00103557553033526,0.405822004453542,0.271,0.157,1,"20","MRPL55"
"NF14",0.00105140430720652,0.554659731992825,0.314,0.186,1,"20","NF1"
"PFDN64",0.00107044769507239,0.75284935807287,0.254,0.142,1,"20","PFDN6"
"NT5DC12",0.00110981365393832,0.284597142926308,0.263,0.147,1,"20","NT5DC1"
"PPP4C6",0.00113812917355838,0.389665474131588,0.475,0.309,1,"20","PPP4C"
"C12orf576",0.00115305894085052,0.3502937455252,0.678,0.486,1,"20","C12orf57"
"MAPK8IP31",0.00116133347196815,0.268511110255253,0.263,0.145,1,"20","MAPK8IP3"
"ATP2A24",0.00116301000308263,0.346980556758655,0.28,0.161,1,"20","ATP2A2"
"MAGT12",0.001168181387593,0.271929927036296,0.288,0.165,1,"20","MAGT1"
"COX178",0.0011854993537224,0.323571296637985,0.534,0.36,1,"20","COX17"
"TAF1D3",0.00118882552530157,0.31369655328633,0.602,0.408,1,"20","TAF1D"
"LSP17",0.00120782079263832,0.296838681601669,0.763,0.617,1,"20","LSP1"
"NDUFAF83",0.00121209693842992,0.280956323712129,0.305,0.179,1,"20","NDUFAF8"
"MRPL416",0.00122189779232404,0.279921054193605,0.458,0.29,1,"20","MRPL41"
"API51",0.00122374161505265,0.588241071375818,0.263,0.147,1,"20","API5"
"POLR2B2",0.00129628393339492,0.387437934637083,0.271,0.151,1,"20","POLR2B"
"MRPL234",0.00136126094885011,0.417642823921495,0.297,0.174,1,"20","MRPL23"
"UBA32",0.00136139425506069,0.639632397451516,0.254,0.143,1,"20","UBA3"
"NUP2143",0.00138046965660958,0.748739870975208,0.28,0.16,1,"20","NUP214"
"OCIAD15",0.00146761272020385,0.59318691447363,0.458,0.309,1,"20","OCIAD1"
"PSMA47",0.0014971412127919,0.400367945509303,0.356,0.212,1,"20","PSMA4"
"TIMM104",0.00151968709492537,0.350580407410483,0.263,0.15,1,"20","TIMM10"
"CYB561D21",0.00155952077743131,0.332981173253315,0.254,0.144,1,"20","CYB561D2"
"FAM174C3",0.00159881122118879,0.353265069049497,0.305,0.186,1,"20","FAM174C"
"RPS177",0.00161209226195681,0.303143529901501,0.737,0.609,1,"20","RPS17"
"GBF14",0.00162788012221857,0.333833323509756,0.314,0.189,1,"20","GBF1"
"BAG63",0.00163297025689429,0.47579360216208,0.373,0.23,1,"20","BAG6"
"PPM1B5",0.00163898377243953,0.524772625889588,0.314,0.18,1,"20","PPM1B"
"BET1L2",0.00165715967257989,0.594993310540243,0.271,0.156,1,"20","BET1L"
"NR1H25",0.00171234277191638,0.36324215954828,0.432,0.277,1,"20","NR1H2"
"RHOF5",0.0017413296766176,0.267057659206773,0.297,0.171,1,"20","RHOF"
"SP33",0.00181227393351854,0.345978084548706,0.305,0.183,1,"20","SP3"
"NDUFB58",0.00183158823022204,0.365363189985334,0.356,0.217,1,"20","NDUFB5"
"ACTR103",0.00184153384988122,0.379225308469521,0.271,0.157,1,"20","ACTR10"
"EMC45",0.00190056415699747,0.286013804730487,0.449,0.285,1,"20","EMC4"
"WDR454",0.00196340746115181,0.304256138717708,0.305,0.183,1,"20","WDR45"
"ACBD63",0.00203790418761048,0.614620486522528,0.305,0.188,1,"20","ACBD6"
"MZT2B4",0.00206516197190626,0.372444601634253,0.322,0.202,1,"20","MZT2B"
"NFYC2",0.00207759623408085,0.608281272880069,0.305,0.187,1,"20","NFYC"
"MLX3",0.00212669392511151,0.313350253138404,0.271,0.158,1,"20","MLX"
"IFNAR14",0.00213129024144136,0.458255520375602,0.305,0.186,1,"20","IFNAR1"
"EEF25",0.00214443467753655,0.28127133970476,0.881,0.807,1,"20","EEF2"
"STIM23",0.00215579130887248,0.277401956680102,0.322,0.195,1,"20","STIM2"
"NDUFS35",0.0022132953351542,0.501017672111922,0.314,0.191,1,"20","NDUFS3"
"TRAPPC32",0.00228025570465147,0.294837530340223,0.297,0.178,1,"20","TRAPPC3"
"PPP3CC6",0.00232270967540714,0.360753022937825,0.415,0.262,1,"20","PPP3CC"
"SAP187",0.00232715026230815,0.334808245217266,0.636,0.489,1,"20","SAP18"
"PSME28",0.00247083810375002,0.315817460871073,0.636,0.479,1,"20","PSME2"
"DYNC1LI14",0.00278838175684359,0.495362813416187,0.263,0.151,1,"20","DYNC1LI1"
"CAPZA14",0.0027911209597496,0.256547401254453,0.559,0.378,1,"20","CAPZA1"
"CDK12",0.0028244259196624,0.271288663499882,0.271,0.159,1,"20","CDK12"
"ATP5MG8",0.0028466464639639,0.257497114053814,0.746,0.684,1,"20","ATP5MG"
"KLF66",0.0028617191469238,0.300796440775677,0.864,0.754,1,"20","KLF6"
"PKN26",0.00296385629203508,0.299594432879497,0.331,0.205,1,"20","PKN2"
"TNKS5",0.00299791212377094,0.303388554885101,0.288,0.169,1,"20","TNKS"
"NME14",0.00302581558274238,0.503559655392638,0.263,0.157,1,"20","NME1"
"ATXN103",0.00306519691297496,0.489240984800053,0.39,0.253,1,"20","ATXN10"
"PPP2R5E3",0.00309824751888384,0.371734712634129,0.28,0.168,1,"20","PPP2R5E"
"MED152",0.0031385058623985,0.323280376499572,0.305,0.186,1,"20","MED15"
"TUBGCP24",0.0033179432861571,0.371517316106833,0.297,0.18,1,"20","TUBGCP2"
"NENF3",0.00336039512922066,0.360872424728771,0.254,0.152,1,"20","NENF"
"PAIP24",0.00348939168990441,0.464607205189639,0.534,0.38,1,"20","PAIP2"
"EIF1AY5",0.00356555472175461,0.506945074600836,0.297,0.186,1,"20","EIF1AY"
"GNPTAB1",0.00366879413237575,0.336905372303789,0.254,0.153,1,"20","GNPTAB"
"EIF3J4",0.00380576628465511,0.329172130125747,0.39,0.251,1,"20","EIF3J"
"GPAA15",0.00396618609435071,0.433575653533641,0.347,0.221,1,"20","GPAA1"
"SNAP237",0.00404784099046574,0.329819177361859,0.322,0.193,1,"20","SNAP23"
"TPP22",0.00404979078773038,0.273577312384073,0.263,0.156,1,"20","TPP2"
